locatioR,x,y,tx1,tx2,tx3,tx4,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6
D18R,691,334,-66,-49,-48,-49,-91,-91,0,0,0,0
D18R,691,334,-64,-50,-48,-48,-90,-92,-85,0,0,0
D18R,691,334,-62,-50,-49,-49,-92,-93,-84,0,0,0
D18R,691,334,-62,-50,-48,-49,-90,-92,-84,0,0,0
D18R,691,334,-61,-49,-48,-49,-91,-92,-86,0,0,0
D18R,691,334,-62,-50,-49,-49,-94,-93,-86,0,0,0
D18R,691,334,-61,-49,-48,-49,-91,-91,-87,-95,0,0
D18R,691,334,-67,-55,-49,-49,-94,-93,-84,0,0,0
D18R,691,334,-68,-54,-48,-49,-91,-92,-87,0,0,0
D18R,691,334,-66,-56,-48,-48,-91,-93,-84,0,0,0
D18R,691,334,-60,-58,-47,-48,-91,-92,-83,0,0,0
D18R,691,334,-60,-59,-49,-49,-93,-91,-87,0,0,0
D18R,691,334,-61,-49,-48,-48,-90,-92,-87,0,0,0
D18R,691,334,-67,-49,-50,-50,-91,-92,-82,0,0,0
D18R,691,334,-70,-48,-48,-51,-92,-95,-86,0,0,0
D18R,691,334,-63,-51,-48,-49,-91,-92,-87,0,0,0
D18R,691,334,-63,-49,-49,-49,-89,-91,-83,0,0,0
D18R,691,334,-63,-47,-49,-49,-93,-92,-84,0,0,0
D18R,691,334,-63,-48,-48,-49,-92,-91,-84,0,0,0
D18R,691,334,-62,-52,-49,-49,-90,-91,-87,0,0,0
D18R,691,334,-70,-49,-48,-49,-91,-92,-84,0,0,0
D18R,691,334,-60,-49,-48,-49,-90,-92,-84,0,0,0
D18R,691,334,-62,-50,-48,-49,-92,-93,-86,0,0,0
D18R,691,334,-61,-48,-49,-49,-91,-92,-86,0,0,0
D18R,691,334,-63,-49,-48,-49,-91,-91,-84,0,0,0
D18R,691,334,-72,-48,-48,-51,-90,-93,-88,0,0,0
D18R,691,334,-61,-48,-48,-49,-91,-92,-88,0,0,0
D18R,691,334,-58,-48,-48,-49,-94,-90,-87,0,0,0
D18R,691,334,-57,-49,-48,-49,-89,-93,-83,0,0,0
D18R,691,334,-57,-49,-48,-49,-91,-90,-83,0,0,0
D18R,691,334,-58,-49,-48,-49,-93,-93,-83,0,0,0
D18R,691,334,-58,-49,-49,-49,-89,-93,-83,0,0,0
D18R,691,334,-57,-48,-48,-51,-92,-92,-83,0,0,0
D18R,691,334,-57,-49,-49,-49,0,-91,-85,0,0,0
D18R,691,334,-58,-49,-48,-49,0,-92,-83,0,0,0
D18R,691,334,-58,-49,-48,-49,-94,-91,-84,0,0,0
D18R,691,334,-61,-49,-49,-49,-90,-92,-84,0,0,0
D18R,691,334,-62,-50,-48,-49,-92,-92,-85,0,0,0
D18R,691,334,-61,-49,-48,-49,-93,-92,-87,0,0,0
D18R,691,334,-62,-49,-48,-49,-91,-92,-88,0,0,0
D18R,691,334,-58,-50,-48,-49,-91,-93,-84,0,0,0
D18R,691,334,-59,-50,-50,-49,-92,-93,-84,0,0,0
D18R,691,334,-59,-50,-49,-49,-93,-95,-87,0,0,0
D18R,691,334,-60,-49,-49,-51,-90,-93,-83,0,0,0
D18R,691,334,-59,-49,-48,-49,-92,-92,-83,0,0,0
D18R,691,334,-59,-49,-48,-49,-91,-91,-83,0,0,0
D18R,691,334,-58,-49,-49,-49,-91,-92,-83,0,0,0
D18R,691,334,-60,-49,-49,-49,-91,-92,-87,0,0,0
D18R,691,334,-60,-49,-48,-49,-89,-93,-84,0,0,0
D18R,691,334,-60,-49,-49,-49,-90,-94,-85,0,0,0
D18R,691,334,-60,-49,-49,-49,-90,-93,-83,0,0,0
D18R,691,334,-60,-49,-48,-49,-93,-93,-87,0,0,0
D18R,691,334,-59,-49,-48,-49,-91,-92,-82,0,0,0
D18R,691,334,-59,-49,-48,-49,-91,-93,-88,0,0,0
D18R,691,334,-64,-49,-49,-48,-90,-92,-87,0,0,0
D18R,691,334,-69,-49,-49,-49,-90,0,-87,0,0,0
D18R,691,334,-69,-48,-48,-49,-92,-92,-85,0,0,0
D18R,691,334,-69,-49,-48,-49,-92,-93,-86,0,0,0
D18R,691,334,-63,-49,-48,-49,-90,-95,-84,0,0,0
D18R,691,334,-61,-49,-49,-49,-92,-93,-88,0,0,0
D18R,691,334,-61,-48,-48,-49,0,-91,-83,0,0,0
D18R,691,334,-64,-49,-49,-49,-93,-90,-84,0,0,0
D18R,691,334,-61,-49,-48,-49,-92,-92,-87,0,0,0
D18R,691,334,-62,-49,-48,-49,-93,-94,-83,0,0,0
D18R,691,334,-67,-49,-49,-49,-92,-90,-84,0,0,0
D18R,691,334,-72,-48,-49,-49,-91,-94,-84,0,0,0
D18R,691,334,-59,-49,-49,-49,-92,-95,-87,0,0,0
D18R,691,334,-59,-49,-49,-49,-92,-90,-85,0,0,0
D18R,691,334,-58,-48,-49,-51,-92,-92,-84,0,0,0
D18R,691,334,-60,-47,-50,-49,0,-93,-84,0,0,0
D18R,691,334,-59,-48,-50,-49,-96,-93,-85,0,0,0
D18R,691,334,-61,-47,-50,-49,-90,-94,0,0,0,0
D18R,691,334,-66,-48,-49,-49,-92,-93,-88,0,0,0
D18R,691,334,-59,-48,-48,-49,-91,-92,-87,0,0,0
D18R,691,334,-60,-48,-49,-49,-91,-94,-85,0,0,0
D18R,691,334,-58,-49,-49,-49,-90,-93,-90,0,0,0
D18R,691,334,-60,-49,-49,-48,-91,-94,-83,0,0,0
D18R,691,334,-60,-49,-49,-48,-91,-93,-88,0,0,0
D18R,691,334,-61,-48,-48,-49,-91,-91,-84,0,0,0
D18R,691,334,-61,-49,-48,-49,-91,-92,-87,0,0,0
D18R,691,334,-66,-49,-49,-48,-92,-94,-87,0,0,0
D18R,691,334,-62,-48,-49,-49,-91,-93,-83,0,0,0
D18R,691,334,-61,-48,-49,-49,-92,-92,-84,0,0,0
D18R,691,334,-60,-48,-48,-49,-91,-92,-87,0,0,0
D18R,691,334,-58,-50,-48,-50,-91,-92,-83,0,0,0
D18R,691,334,-60,-52,-50,-49,-91,-91,-85,0,0,0
