locatioR,x,y,tx1,tx2,tx3,tx4,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6
D24R,788,334,-49,-48,-49,-55,-93,-90,-88,0,0,0
D24R,788,334,-49,-49,-50,-55,-94,-90,-83,0,0,0
D24R,788,334,-49,-49,-50,-54,-93,-91,-82,0,0,0
D24R,788,334,-49,-50,-49,-56,-92,-88,-89,-94,0,0
D24R,788,334,-49,-50,-49,-56,-93,-92,-83,0,0,0
D24R,788,334,-50,-49,-49,-57,-92,-90,-83,0,0,0
D24R,788,334,-49,-49,-49,-58,-91,-91,-84,0,0,0
D24R,788,334,-50,-50,-49,-57,-94,-92,-83,0,0,0
D24R,788,334,-50,-50,-49,-56,-93,-90,-84,0,0,0
D24R,788,334,-50,-50,-49,-57,-93,-93,-89,0,0,0
D24R,788,334,-49,-51,-49,-55,-94,-92,-89,0,0,0
D24R,788,334,-49,-52,-49,-56,-95,-90,-90,-95,0,0
D24R,788,334,-49,-51,-49,-62,-94,-94,-90,0,0,0
D24R,788,334,-50,-51,-50,-62,-94,-94,-92,0,0,0
D24R,788,334,-50,-49,-54,-60,-97,-92,-91,0,0,0
D24R,788,334,-48,-51,-52,-62,-93,-91,-82,0,0,0
D24R,788,334,-49,-49,-54,-58,-93,-91,-82,0,0,0
D24R,788,334,-50,-49,-54,-58,-93,-91,-81,0,0,0
D24R,788,334,-49,-49,-53,-62,-92,-93,-88,0,0,0
D24R,788,334,-49,-49,-52,-62,-92,-91,-90,0,0,0
D24R,788,334,-49,-49,-53,-62,-94,-92,-88,0,0,0
D24R,788,334,-49,-49,-54,-60,-92,-94,-83,0,0,0
D24R,788,334,-49,-49,-54,-61,-94,-91,-86,0,0,0
D24R,788,334,-49,-49,-54,-60,-93,-93,-83,0,0,0
D24R,788,334,-49,-49,-50,-68,-93,-93,-90,0,0,0
D24R,788,334,-49,-49,-51,-67,-93,-93,-90,0,0,0
D24R,788,334,-49,-48,-51,-63,-92,-92,-89,0,0,0
D24R,788,334,-48,-49,-51,-65,-95,-90,-89,0,0,0
D24R,788,334,-49,-49,-50,-63,-93,-92,-89,0,0,0
D24R,788,334,-49,-49,-51,-62,-95,-92,-89,0,0,0
D24R,788,334,-49,-49,-53,-62,-94,-92,-89,0,0,0
D24R,788,334,-50,-48,-51,-62,-91,-93,-91,0,0,0
D24R,788,334,-49,-49,-52,-61,-95,-94,-90,0,0,0
D24R,788,334,-50,-48,-53,-60,-96,-92,-90,0,0,0
D24R,788,334,-50,-49,-51,-61,-94,-92,-90,0,0,0
D24R,788,334,-50,-49,-52,-61,-91,-93,-90,0,0,0
D24R,788,334,-50,-48,-51,-65,-93,-92,-90,0,0,0
D24R,788,334,-50,-48,-51,-61,-93,-93,-93,0,0,0
D24R,788,334,-50,-48,-51,-61,-94,-92,-90,0,0,0
D24R,788,334,-50,-48,-50,-62,-93,-91,-85,0,0,0
D24R,788,334,-49,-49,-52,-59,-93,-92,-85,0,0,0
D24R,788,334,-49,-51,-50,-61,0,-93,-82,0,0,0
D24R,788,334,-52,-50,-50,-57,-92,-93,-85,-93,0,0
D24R,788,334,-49,-50,-50,-57,-93,-94,-84,0,0,0
D24R,788,334,-51,-50,-51,-55,-94,-91,-84,0,0,0
D24R,788,334,-49,-50,-50,-55,0,-90,-83,0,0,0
D24R,788,334,-50,-50,-50,-55,-93,-92,-84,0,0,0
D24R,788,334,-50,-50,-51,-55,-93,-91,-84,0,0,0
D24R,788,334,-51,-51,-50,-55,-93,-93,-84,0,0,0
D24R,788,334,-50,-50,-50,-54,-95,-91,-86,0,0,0
D24R,788,334,-51,-50,-51,-54,-92,-92,-92,0,0,0
D24R,788,334,-51,-49,-50,-57,-92,-92,-90,0,0,0
D24R,788,334,-51,-49,-50,-57,-93,-93,-92,0,0,0
D24R,788,334,-51,-50,-49,-57,-91,-92,-89,0,0,0
D24R,788,334,-52,-49,-49,-58,-92,-93,-91,0,0,0
D24R,788,334,-49,-49,-50,-57,-94,-93,-86,0,0,0
D24R,788,334,-50,-50,-51,-57,-92,-92,-84,0,0,0
D24R,788,334,-50,-50,-51,-57,-94,-95,-86,0,0,0
D24R,788,334,-50,-50,-51,-58,-92,-92,-90,0,0,0
D24R,788,334,-50,-50,-51,-57,-94,-92,-90,0,0,0
D24R,788,334,-50,-51,-51,-57,-93,-93,-86,0,0,0
D24R,788,334,-50,-50,-51,-57,-93,-92,-87,0,0,0
D24R,788,334,-50,-50,-51,-58,-92,-93,-87,0,0,0
D24R,788,334,-51,-51,-51,-57,-93,-92,-86,0,0,0
D24R,788,334,-50,-51,-50,-58,-90,-92,-86,0,0,0
D24R,788,334,-51,-51,-50,-58,-92,-92,-86,0,0,0
D24R,788,334,-50,-51,-50,-59,-92,-92,-84,0,0,0
D24R,788,334,-50,-51,-50,-59,-93,-93,-84,0,0,0
D24R,788,334,-51,-51,-50,-56,-93,-94,-84,0,0,0
D24R,788,334,-50,-49,-50,-57,-92,-91,-88,0,0,0
D24R,788,334,-50,-48,-50,-57,-94,-91,-90,0,0,0
D24R,788,334,-50,-49,-49,-57,-95,-90,-90,0,0,0
D24R,788,334,-50,-49,-51,-57,-93,-92,-90,0,0,0
D24R,788,334,-49,-48,-51,-56,-93,-93,-86,0,0,0
D24R,788,334,-50,-48,-51,-56,-96,-92,-86,-94,0,0
D24R,788,334,-49,-48,-51,-56,-92,-90,-86,0,0,0
D24R,788,334,-49,-48,-51,-57,-94,-91,-84,0,0,0
D24R,788,334,-50,-49,-50,-55,-96,-92,-88,-93,0,0
D24R,788,334,-50,-49,-51,-57,-93,-94,-84,0,0,0
D24R,788,334,-49,-49,-50,-53,-91,-93,-85,0,0,0
D24R,788,334,-52,-50,-48,-53,-91,-91,-84,-95,0,0
D24R,788,334,-50,-49,-50,-55,-92,-90,-83,0,0,0
D24R,788,334,-50,-48,-49,-60,-95,-92,-84,0,0,0
D24R,788,334,-51,-48,-50,-57,-94,0,-92,0,0,0
D24R,788,334,-51,-49,-49,-57,-94,-92,-89,0,0,0
D24R,788,334,-51,-49,-50,-58,-92,-94,-90,0,0,0
D24R,788,334,-49,-51,-49,-54,-92,-93,-90,0,0,0
D24R,788,334,-49,-50,-49,-53,-93,-91,-89,0,0,0
D24R,788,334,-51,-49,-48,-52,-92,-92,-83,0,0,0
D24R,788,334,-52,-49,-51,-52,-92,-92,-82,0,0,0
D24R,788,334,-54,-49,-49,-57,-94,-91,-80,0,0,0
D24R,788,334,-51,-50,-49,-52,-93,-92,-83,0,0,0
D24R,788,334,-51,-51,-53,-55,-95,-91,-84,0,0,0
D24R,788,334,-51,-50,-51,-56,-94,-92,-86,0,0,0
D24R,788,334,-51,-50,-51,-54,-93,-93,-83,0,0,0
D24R,788,334,-52,-51,-51,-56,-91,-92,-85,0,0,0
D24R,788,334,-52,-51,-50,-56,-92,-94,-85,0,0,0
D24R,788,334,-52,-51,-51,-57,-94,-90,-91,0,0,0
D24R,788,334,-51,-51,-50,-57,-94,-93,-93,0,0,0
D24R,788,334,-51,-51,-52,-56,-93,-92,-89,0,0,0
D24R,788,334,-51,-52,-50,-55,-93,-93,-84,0,0,0
D24R,788,334,-50,-51,-50,-57,-93,-92,-86,0,0,0
D24R,788,334,-51,-51,-50,-56,-93,-91,-83,0,0,0
D24R,788,334,-51,-51,-50,-57,-93,-92,-90,0,0,0
D24R,788,334,-51,-52,-50,-55,-94,-95,-85,0,0,0
D24R,788,334,-51,-52,-50,-55,-95,-92,-86,0,0,0
D24R,788,334,-50,-52,-50,-55,-94,-94,-85,0,0,0
D24R,788,334,-50,-52,-51,-55,-90,-93,-90,0,0,0
D24R,788,334,-51,-51,-51,-57,-94,-93,-91,0,0,0
D24R,788,334,-50,-51,-52,-56,-94,-91,-89,0,0,0
D24R,788,334,-51,-52,-50,-54,-95,-90,-91,0,0,0
D24R,788,334,-51,-51,-51,-54,-92,-92,-93,0,0,0
D24R,788,334,-51,-51,-51,-54,-94,-91,-89,0,0,0
D24R,788,334,-51,-51,-51,-54,-92,-91,-89,0,0,0
D24R,788,334,-51,-51,-51,-54,-92,-91,-91,0,0,0
D24R,788,334,-51,-51,-50,-57,0,-91,-90,0,0,0
D24R,788,334,-51,-51,-50,-56,-93,0,-84,0,0,0
D24R,788,334,-51,-51,-52,-56,-91,-93,-85,0,0,0
D24R,788,334,-51,-49,-51,-55,-93,-92,-91,0,0,0
D24R,788,334,-51,-50,-50,-56,-92,-91,-90,0,0,0
D24R,788,334,-51,-49,-53,-57,-92,-92,-92,0,0,0
D24R,788,334,-51,-49,-52,-57,-94,-91,-85,0,0,0
D24R,788,334,-51,-50,-52,-57,-93,-92,-89,0,0,0
D24R,788,334,-51,-50,-52,-57,-94,-92,-90,0,0,0
D24R,788,334,-50,-50,-52,-57,-94,-94,-81,0,0,0
D24R,788,334,-51,-49,-52,-57,-92,-92,-84,0,0,0
D24R,788,334,-51,-49,-52,-61,-92,-91,-85,0,0,0
D24R,788,334,-50,-49,-52,-60,-93,-95,-82,0,0,0
D24R,788,334,-51,-53,-51,-58,-93,-94,-82,0,0,0
D24R,788,334,-51,-51,-50,-58,-93,-92,-83,0,0,0
D24R,788,334,-51,-51,-50,-56,-92,-93,-82,0,0,0
D24R,788,334,-51,-51,-52,-56,-95,-93,-83,0,0,0
D24R,788,334,-52,-51,-50,-56,-93,-92,-83,0,0,0
D24R,788,334,-50,-51,-48,-55,-93,-92,-84,-94,0,0
D24R,788,334,-52,-52,-50,-59,-93,-91,-88,0,0,0
D24R,788,334,-50,-51,-50,-57,-94,-93,-91,0,0,0
D24R,788,334,-51,-51,-48,-57,-93,-93,-83,0,0,0
D24R,788,334,-51,-51,-49,-55,-94,-93,-82,-95,0,0
D24R,788,334,-51,-51,-49,-54,-93,-93,-82,0,0,0
D24R,788,334,-51,-51,-49,-55,-93,-92,-80,0,0,0
D24R,788,334,-51,-51,-49,-57,-93,-93,-82,0,0,0
D24R,788,334,-51,-51,-49,-55,-93,-92,-87,0,0,0
D24R,788,334,-51,-51,-49,-55,-94,-91,-85,0,0,0
D24R,788,334,-52,-51,-49,-57,-93,-91,-86,0,0,0
D24R,788,334,-51,-50,-50,-72,-92,-92,-90,-96,0,0
D24R,788,334,-51,-50,-50,-73,-93,-94,-82,0,0,0
D24R,788,334,-51,-50,-51,-69,-94,-92,-82,0,0,0
D24R,788,334,-51,-49,-50,-71,-92,0,-84,0,0,0
D24R,788,334,-52,-50,-52,-67,-93,-94,-82,0,0,0
D24R,788,334,-52,-50,-50,-67,-93,-93,-83,0,0,0
D24R,788,334,-52,-50,-52,-67,-92,-93,-83,0,0,0
D24R,788,334,-51,-50,-52,-56,-91,-91,-82,0,0,0
D24R,788,334,-53,-50,-52,-56,-91,-90,-83,0,0,0
D24R,788,334,-51,-50,-54,-57,-93,-92,-84,0,0,0
D24R,788,334,-50,-50,-52,-56,-95,-92,-82,0,0,0
D24R,788,334,-51,-52,-50,-54,0,-92,-82,0,0,0
D24R,788,334,-54,-50,-48,-53,0,-92,-89,0,0,0
D24R,788,334,-56,-49,-46,-60,0,-91,-88,0,0,0
D24R,788,334,-54,-49,-48,-63,-93,-92,-91,0,0,0
